"step","name","platform","age_range","download_dt","users_count","count_rides"
"0","download","android","18-24","2021-06-10","2","0"
"0","download","android","18-24","2021-06-12","1","0"
"0","download","android","18-24","2021-06-13","2","0"
"0","download","android","18-24","2021-06-15","2","0"
"0","download","android","18-24","2021-06-16","2","0"
"0","download","android","18-24","2021-06-17","4","0"
"0","download","android","18-24","2021-06-18","3","0"
"0","download","android","18-24","2021-06-19","1","0"
"0","download","android","18-24","2021-06-20","1","0"
"0","download","android","18-24","2021-06-21","3","0"
"0","download","android","18-24","2021-06-22","5","0"
"0","download","android","18-24","2021-06-24","1","0"
"0","download","android","18-24","2021-06-25","2","0"
"0","download","android","18-24","2021-06-26","1","0"
"0","download","android","18-24","2021-06-27","2","0"
"0","download","android","18-24","2021-06-28","2","0"
"0","download","android","18-24","2021-06-29","2","0"
"0","download","android","18-24","2021-06-30","1","0"
"0","download","android","18-24","2021-07-01","2","0"
"0","download","android","18-24","2021-07-02","2","0"
"0","download","android","18-24","2021-07-03","1","0"
"0","download","android","18-24","2021-07-04","1","0"
"0","download","android","18-24","2021-07-07","3","0"
"0","download","android","18-24","2021-07-08","1","0"
"0","download","android","18-24","2021-07-09","1","0"
"0","download","android","18-24","2021-07-10","2","0"
"0","download","android","18-24","2021-07-12","3","0"
"0","download","android","18-24","2021-07-13","2","0"
"0","download","android","18-24","2021-07-14","2","0"
"0","download","android","18-24","2021-07-15","2","0"
"0","download","android","18-24","2021-07-16","2","0"
"0","download","android","18-24","2021-07-17","4","0"
"0","download","android","18-24","2021-07-18","2","0"
"0","download","android","18-24","2021-07-19","2","0"
"0","download","android","18-24","2021-07-20","3","0"
"0","download","android","18-24","2021-07-22","2","0"
"0","download","android","18-24","2021-07-24","2","0"
"0","download","android","18-24","2021-07-25","2","0"
"0","download","android","18-24","2021-07-26","2","0"
"0","download","android","18-24","2021-07-27","2","0"
"0","download","android","18-24","2021-07-28","2","0"
"0","download","android","18-24","2021-07-30","1","0"
"0","download","android","18-24","2021-07-31","2","0"
"0","download","android","18-24","2021-08-01","1","0"
"0","download","android","18-24","2021-08-02","1","0"
"0","download","android","18-24","2021-08-03","2","0"
"0","download","android","18-24","2021-08-09","4","0"
"0","download","android","18-24","2021-08-12","1","0"
"0","download","android","18-24","2021-08-13","2","0"
"0","download","android","18-24","2021-08-15","2","0"
"0","download","android","18-24","2021-08-16","1","0"
"0","download","android","18-24","2021-08-17","1","0"
"0","download","android","18-24","2021-08-18","1","0"
"0","download","android","18-24","2021-08-19","3","0"
"0","download","android","18-24","2021-08-21","1","0"
"0","download","android","18-24","2021-08-22","2","0"
"0","download","android","18-24","2021-08-23","2","0"
"0","download","android","18-24","2021-08-25","1","0"
"0","download","android","18-24","2021-08-26","1","0"
"0","download","android","18-24","2021-08-27","1","0"
"0","download","android","18-24","2021-08-29","3","0"
"0","download","android","18-24","2021-08-30","1","0"
"0","download","android","18-24","2021-09-01","2","0"
"0","download","android","18-24","2021-09-02","5","0"
"0","download","android","18-24","2021-09-04","2","0"
"0","download","android","18-24","2021-09-05","1","0"
"0","download","android","18-24","2021-09-06","1","0"
"0","download","android","18-24","2021-09-07","3","0"
"0","download","android","18-24","2021-09-09","2","0"
"0","download","android","18-24","2021-09-10","1","0"
"0","download","android","18-24","2021-09-12","2","0"
"0","download","android","18-24","2021-09-13","1","0"
"0","download","android","18-24","2021-09-15","2","0"
"0","download","android","18-24","2021-09-17","1","0"
"0","download","android","18-24","2021-09-18","1","0"
"0","download","android","18-24","2021-09-19","2","0"
"0","download","android","18-24","2021-09-20","1","0"
"0","download","android","18-24","2021-09-21","3","0"
"0","download","android","18-24","2021-09-22","4","0"
"0","download","android","18-24","2021-09-23","2","0"
"0","download","android","18-24","2021-09-24","1","0"
"0","download","android","18-24","2021-09-25","2","0"
"0","download","android","18-24","2021-09-26","3","0"
"0","download","android","18-24","2021-09-28","3","0"
"0","download","android","18-24","2021-09-29","3","0"
"0","download","android","18-24","2021-10-02","2","0"
"0","download","android","18-24","2021-10-03","3","0"
"0","download","android","18-24","2021-10-04","1","0"
"0","download","android","18-24","2021-10-05","1","0"
"0","download","android","18-24","2021-10-06","1","0"
"0","download","android","18-24","2021-10-07","1","0"
"0","download","android","18-24","2021-10-08","2","0"
"0","download","android","18-24","2021-10-09","2","0"
"0","download","android","18-24","2021-10-10","3","0"
"0","download","android","18-24","2021-10-11","1","0"
"0","download","android","18-24","2021-10-13","2","0"
"0","download","android","18-24","2021-10-14","1","0"
"0","download","android","18-24","2021-10-15","1","0"
"0","download","android","18-24","2021-10-18","1","0"
"0","download","android","18-24","2021-10-19","1","0"
"0","download","android","18-24","2021-10-20","3","0"
"0","download","android","18-24","2021-10-21","2","0"
"0","download","android","18-24","2021-10-22","5","0"
"0","download","android","18-24","2021-10-23","2","0"
"0","download","android","18-24","2021-10-24","4","0"
"0","download","android","18-24","2021-10-25","1","0"
"0","download","android","18-24","2021-10-26","2","0"
"0","download","android","18-24","2021-10-27","4","0"
"0","download","android","18-24","2021-10-28","2","0"
"0","download","android","18-24","2021-10-30","2","0"
"0","download","android","18-24","2021-10-31","2","0"
"0","download","android","18-24","2021-11-01","3","0"
"0","download","android","18-24","2021-11-02","3","0"
"0","download","android","18-24","2021-11-04","1","0"
"0","download","android","18-24","2021-11-05","1","0"
"0","download","android","18-24","2021-11-08","1","0"
"0","download","android","18-24","2021-11-10","1","0"
"0","download","android","18-24","2021-11-11","3","0"
"0","download","android","18-24","2021-11-13","4","0"
"0","download","android","18-24","2021-11-14","4","0"
"0","download","android","18-24","2021-11-15","3","0"
"0","download","android","18-24","2021-11-16","1","0"
"0","download","android","18-24","2021-11-17","3","0"
"0","download","android","18-24","2021-11-18","2","0"
"0","download","android","18-24","2021-11-19","1","0"
"0","download","android","18-24","2021-11-21","2","0"
"0","download","android","18-24","2021-11-22","2","0"
"0","download","android","18-24","2021-11-23","2","0"
"0","download","android","18-24","2021-11-24","7","0"
"0","download","android","18-24","2021-11-25","1","0"
"0","download","android","18-24","2021-11-27","2","0"
"0","download","android","18-24","2021-11-28","1","0"
"0","download","android","18-24","2021-11-29","1","0"
"0","download","android","18-24","2021-11-30","2","0"
"0","download","android","18-24","2021-12-01","2","0"
"0","download","android","18-24","2021-12-02","1","0"
"0","download","android","18-24","2021-12-03","2","0"
"0","download","android","18-24","2021-12-04","1","0"
"0","download","android","18-24","2021-12-05","1","0"
"0","download","android","18-24","2021-12-07","2","0"
"0","download","android","18-24","2021-12-08","3","0"
"0","download","android","18-24","2021-12-09","2","0"
"0","download","android","18-24","2021-12-11","1","0"
"0","download","android","18-24","2021-12-12","1","0"
"0","download","android","18-24","2021-12-13","2","0"
"0","download","android","18-24","2021-12-15","1","0"
"0","download","android","18-24","2021-12-16","1","0"
"0","download","android","18-24","2021-12-17","4","0"
"0","download","android","18-24","2021-12-18","1","0"
"0","download","android","18-24","2021-12-20","2","0"
"0","download","android","18-24","2021-12-21","3","0"
"0","download","android","18-24","2021-12-22","1","0"
"0","download","android","18-24","2021-12-23","1","0"
"0","download","android","18-24","2021-12-25","1","0"
"0","download","android","18-24","2021-12-26","5","0"
"0","download","android","18-24","2021-12-27","2","0"
"0","download","android","18-24","2021-12-28","1","0"
"0","download","android","18-24","2021-12-30","4","0"
"0","download","android","18-24","2021-12-31","2","0"
"0","download","android","25-34","2021-01-01","4","0"
"0","download","android","25-34","2021-01-02","1","0"
"0","download","android","25-34","2021-01-03","1","0"
"0","download","android","25-34","2021-01-04","2","0"
"0","download","android","25-34","2021-01-05","1","0"
"0","download","android","25-34","2021-01-06","3","0"
"0","download","android","25-34","2021-01-07","2","0"
"0","download","android","25-34","2021-01-08","4","0"
"0","download","android","25-34","2021-01-09","1","0"
"0","download","android","25-34","2021-01-10","4","0"
"0","download","android","25-34","2021-01-11","1","0"
"0","download","android","25-34","2021-01-12","3","0"
"0","download","android","25-34","2021-01-13","3","0"
"0","download","android","25-34","2021-01-14","2","0"
"0","download","android","25-34","2021-01-15","2","0"
"0","download","android","25-34","2021-01-16","2","0"
"0","download","android","25-34","2021-01-17","4","0"
"0","download","android","25-34","2021-01-18","2","0"
"0","download","android","25-34","2021-01-19","2","0"
"0","download","android","25-34","2021-01-21","3","0"
"0","download","android","25-34","2021-01-22","3","0"
"0","download","android","25-34","2021-01-23","1","0"
"0","download","android","25-34","2021-01-24","4","0"
"0","download","android","25-34","2021-01-25","4","0"
"0","download","android","25-34","2021-01-26","1","0"
"0","download","android","25-34","2021-01-27","4","0"
"0","download","android","25-34","2021-01-29","7","0"
"0","download","android","25-34","2021-01-30","2","0"
"0","download","android","25-34","2021-01-31","2","0"
"0","download","android","25-34","2021-02-01","2","0"
"0","download","android","25-34","2021-02-02","4","0"
"0","download","android","25-34","2021-02-03","3","0"
"0","download","android","25-34","2021-02-05","3","0"
"0","download","android","25-34","2021-02-06","2","0"
"0","download","android","25-34","2021-02-07","3","0"
"0","download","android","25-34","2021-02-08","1","0"
"0","download","android","25-34","2021-02-09","3","0"
"0","download","android","25-34","2021-02-10","1","0"
"0","download","android","25-34","2021-02-11","3","0"
"0","download","android","25-34","2021-02-12","2","0"
"0","download","android","25-34","2021-02-13","8","0"
"0","download","android","25-34","2021-02-14","3","0"
"0","download","android","25-34","2021-02-15","2","0"
"0","download","android","25-34","2021-02-16","3","0"
"0","download","android","25-34","2021-02-17","6","0"
"0","download","android","25-34","2021-02-18","6","0"
"0","download","android","25-34","2021-02-19","6","0"
"0","download","android","25-34","2021-02-20","4","0"
"0","download","android","25-34","2021-02-21","5","0"
"0","download","android","25-34","2021-02-22","1","0"
"0","download","android","25-34","2021-02-23","2","0"
"0","download","android","25-34","2021-02-24","1","0"
"0","download","android","25-34","2021-02-25","4","0"
"0","download","android","25-34","2021-02-26","1","0"
"0","download","android","25-34","2021-02-27","1","0"
"0","download","android","25-34","2021-02-28","4","0"
"0","download","android","25-34","2021-03-01","3","0"
"0","download","android","25-34","2021-03-02","5","0"
"0","download","android","25-34","2021-03-03","3","0"
"0","download","android","25-34","2021-03-05","1","0"
"0","download","android","25-34","2021-03-06","2","0"
"0","download","android","25-34","2021-03-07","3","0"
"0","download","android","25-34","2021-03-08","3","0"
"0","download","android","25-34","2021-03-09","1","0"
"0","download","android","25-34","2021-03-11","1","0"
"0","download","android","25-34","2021-03-13","4","0"
"0","download","android","25-34","2021-03-14","2","0"
"0","download","android","25-34","2021-03-15","3","0"
"0","download","android","25-34","2021-03-16","7","0"
"0","download","android","25-34","2021-03-18","3","0"
"0","download","android","25-34","2021-03-19","5","0"
"0","download","android","25-34","2021-03-20","2","0"
"0","download","android","25-34","2021-03-21","5","0"
"0","download","android","25-34","2021-03-22","3","0"
"0","download","android","25-34","2021-03-23","4","0"
"0","download","android","25-34","2021-03-24","3","0"
"0","download","android","25-34","2021-03-25","2","0"
"0","download","android","25-34","2021-03-26","5","0"
"0","download","android","25-34","2021-03-27","2","0"
"0","download","android","25-34","2021-03-29","4","0"
"0","download","android","25-34","2021-03-30","3","0"
"0","download","android","25-34","2021-03-31","2","0"
"0","download","android","25-34","2021-04-01","2","0"
"0","download","android","25-34","2021-04-02","3","0"
"0","download","android","25-34","2021-04-03","3","0"
"0","download","android","25-34","2021-04-04","3","0"
"0","download","android","25-34","2021-04-05","1","0"
"0","download","android","25-34","2021-04-06","4","0"
"0","download","android","25-34","2021-04-07","1","0"
"0","download","android","25-34","2021-04-08","2","0"
"0","download","android","25-34","2021-04-09","2","0"
"0","download","android","25-34","2021-04-10","2","0"
"0","download","android","25-34","2021-04-11","2","0"
"0","download","android","25-34","2021-04-12","1","0"
"0","download","android","25-34","2021-04-13","2","0"
"0","download","android","25-34","2021-04-14","4","0"
"0","download","android","25-34","2021-04-15","2","0"
"0","download","android","25-34","2021-04-16","4","0"
"0","download","android","25-34","2021-04-17","9","0"
"0","download","android","25-34","2021-04-18","2","0"
"0","download","android","25-34","2021-04-19","5","0"
"0","download","android","25-34","2021-04-21","4","0"
"0","download","android","25-34","2021-04-22","3","0"
"0","download","android","25-34","2021-04-23","3","0"
"0","download","android","25-34","2021-04-24","4","0"
"0","download","android","25-34","2021-04-25","2","0"
"0","download","android","25-34","2021-04-26","1","0"
"0","download","android","25-34","2021-04-27","6","0"
"0","download","android","25-34","2021-04-29","1","0"
"0","download","android","25-34","2021-04-30","2","0"
"0","download","android","25-34","2021-05-02","4","0"
"0","download","android","25-34","2021-05-03","3","0"
"0","download","android","25-34","2021-05-04","2","0"
"0","download","android","25-34","2021-05-05","2","0"
"0","download","android","25-34","2021-05-06","5","0"
"0","download","android","25-34","2021-05-07","4","0"
"0","download","android","25-34","2021-05-08","4","0"
"0","download","android","25-34","2021-05-09","1","0"
"0","download","android","25-34","2021-05-10","2","0"
"0","download","android","25-34","2021-05-11","2","0"
"0","download","android","25-34","2021-05-12","2","0"
"0","download","android","25-34","2021-05-13","5","0"
"0","download","android","25-34","2021-05-14","6","0"
"0","download","android","25-34","2021-05-15","4","0"
"0","download","android","25-34","2021-05-16","1","0"
"0","download","android","25-34","2021-05-17","3","0"
"0","download","android","25-34","2021-05-18","4","0"
"0","download","android","25-34","2021-05-19","5","0"
"0","download","android","25-34","2021-05-20","4","0"
"0","download","android","25-34","2021-05-21","1","0"
"0","download","android","25-34","2021-05-22","4","0"
"0","download","android","25-34","2021-05-23","3","0"
"0","download","android","25-34","2021-05-24","2","0"
"0","download","android","25-34","2021-05-25","5","0"
"0","download","android","25-34","2021-05-26","4","0"
"0","download","android","25-34","2021-05-27","3","0"
"0","download","android","25-34","2021-05-28","6","0"
"0","download","android","25-34","2021-05-29","2","0"
"0","download","android","25-34","2021-05-30","1","0"
"0","download","android","25-34","2021-05-31","3","0"
"0","download","android","25-34","2021-06-01","4","0"
"0","download","android","25-34","2021-06-02","1","0"
"0","download","android","25-34","2021-06-03","4","0"
"0","download","android","25-34","2021-06-04","3","0"
"0","download","android","25-34","2021-06-05","2","0"
"0","download","android","25-34","2021-06-06","5","0"
"0","download","android","25-34","2021-06-08","2","0"
"0","download","android","25-34","2021-06-09","1","0"
"0","download","android","25-34","2021-06-10","1","0"
"0","download","android","25-34","2021-06-11","1","0"
"0","download","android","25-34","2021-06-12","4","0"
"0","download","android","25-34","2021-06-13","1","0"
"0","download","android","25-34","2021-06-14","2","0"
"0","download","android","25-34","2021-06-15","3","0"
"0","download","android","25-34","2021-06-16","2","0"
"0","download","android","25-34","2021-06-17","2","0"
"0","download","android","25-34","2021-06-18","2","0"
"0","download","android","25-34","2021-06-20","1","0"
"0","download","android","25-34","2021-06-21","1","0"
"0","download","android","25-34","2021-06-22","4","0"
"0","download","android","25-34","2021-06-23","2","0"
"0","download","android","25-34","2021-06-24","1","0"
"0","download","android","25-34","2021-06-26","4","0"
"0","download","android","25-34","2021-06-28","1","0"
"0","download","android","25-34","2021-06-29","3","0"
"0","download","android","25-34","2021-06-30","3","0"
"0","download","android","25-34","2021-07-01","2","0"
"0","download","android","25-34","2021-07-02","1","0"
"0","download","android","25-34","2021-07-03","2","0"
"0","download","android","25-34","2021-07-04","3","0"
"0","download","android","25-34","2021-07-05","3","0"
"0","download","android","25-34","2021-07-06","5","0"
"0","download","android","25-34","2021-07-07","4","0"
"0","download","android","25-34","2021-07-08","2","0"
"0","download","android","25-34","2021-07-09","3","0"
"0","download","android","25-34","2021-07-10","6","0"
"0","download","android","25-34","2021-07-11","2","0"
"0","download","android","25-34","2021-07-12","2","0"
"0","download","android","25-34","2021-07-13","2","0"
"0","download","android","25-34","2021-07-14","3","0"
"0","download","android","25-34","2021-07-15","1","0"
"0","download","android","25-34","2021-07-16","3","0"
"0","download","android","25-34","2021-07-17","3","0"
"0","download","android","25-34","2021-07-18","5","0"
"0","download","android","25-34","2021-07-19","5","0"
"0","download","android","25-34","2021-07-20","2","0"
"0","download","android","25-34","2021-07-21","2","0"
"0","download","android","25-34","2021-07-22","2","0"
"0","download","android","25-34","2021-07-23","3","0"
"0","download","android","25-34","2021-07-24","4","0"
"0","download","android","25-34","2021-07-25","2","0"
"0","download","android","25-34","2021-07-26","4","0"
"0","download","android","25-34","2021-07-27","10","0"
"0","download","android","25-34","2021-07-28","2","0"
"0","download","android","25-34","2021-07-29","2","0"
"0","download","android","25-34","2021-07-30","5","0"
"0","download","android","25-34","2021-07-31","2","0"
"0","download","android","25-34","2021-08-01","7","0"
"0","download","android","25-34","2021-08-02","3","0"
"0","download","android","25-34","2021-08-03","3","0"
"0","download","android","25-34","2021-08-04","3","0"
"0","download","android","25-34","2021-08-06","1","0"
"0","download","android","25-34","2021-08-07","3","0"
"0","download","android","25-34","2021-08-08","2","0"
"0","download","android","25-34","2021-08-10","2","0"
"0","download","android","25-34","2021-08-12","4","0"
"0","download","android","25-34","2021-08-13","2","0"
"0","download","android","25-34","2021-08-14","4","0"
"0","download","android","25-34","2021-08-15","2","0"
"0","download","android","25-34","2021-08-16","3","0"
"0","download","android","25-34","2021-08-17","3","0"
"0","download","android","25-34","2021-08-18","4","0"
"0","download","android","25-34","2021-08-19","3","0"
"0","download","android","25-34","2021-08-20","3","0"
"0","download","android","25-34","2021-08-21","6","0"
"0","download","android","25-34","2021-08-22","5","0"
"0","download","android","25-34","2021-08-23","2","0"
"0","download","android","25-34","2021-08-24","2","0"
"0","download","android","25-34","2021-08-25","1","0"
"0","download","android","25-34","2021-08-26","1","0"
"0","download","android","25-34","2021-08-27","7","0"
"0","download","android","25-34","2021-08-28","1","0"
"0","download","android","25-34","2021-08-29","4","0"
"0","download","android","25-34","2021-08-30","4","0"
"0","download","android","25-34","2021-08-31","4","0"
"0","download","android","25-34","2021-09-01","5","0"
"0","download","android","25-34","2021-09-02","5","0"
"0","download","android","25-34","2021-09-03","5","0"
"0","download","android","25-34","2021-09-04","2","0"
"0","download","android","25-34","2021-09-05","1","0"
"0","download","android","25-34","2021-09-06","1","0"
"0","download","android","25-34","2021-09-07","3","0"
"0","download","android","25-34","2021-09-08","4","0"
"0","download","android","25-34","2021-09-09","3","0"
"0","download","android","25-34","2021-09-10","4","0"
"0","download","android","25-34","2021-09-11","1","0"
"0","download","android","25-34","2021-09-12","1","0"
"0","download","android","25-34","2021-09-14","3","0"
"0","download","android","25-34","2021-09-16","1","0"
"0","download","android","25-34","2021-09-17","3","0"
"0","download","android","25-34","2021-09-18","1","0"
"0","download","android","25-34","2021-09-19","2","0"
"0","download","android","25-34","2021-09-20","5","0"
"0","download","android","25-34","2021-09-21","1","0"
"0","download","android","25-34","2021-09-22","2","0"
"0","download","android","25-34","2021-09-23","3","0"
"0","download","android","25-34","2021-09-24","1","0"
"0","download","android","25-34","2021-09-25","1","0"
"0","download","android","25-34","2021-09-26","7","0"
"0","download","android","25-34","2021-09-27","2","0"
"0","download","android","25-34","2021-09-28","3","0"
"0","download","android","25-34","2021-09-29","3","0"
"0","download","android","25-34","2021-09-30","3","0"
"0","download","android","25-34","2021-10-01","4","0"
"0","download","android","25-34","2021-10-02","3","0"
"0","download","android","25-34","2021-10-03","4","0"
"0","download","android","25-34","2021-10-04","2","0"
"0","download","android","25-34","2021-10-05","4","0"
"0","download","android","25-34","2021-10-07","1","0"
"0","download","android","25-34","2021-10-08","4","0"
"0","download","android","25-34","2021-10-09","5","0"
"0","download","android","25-34","2021-10-10","5","0"
"0","download","android","25-34","2021-10-11","3","0"
"0","download","android","25-34","2021-10-12","3","0"
"0","download","android","25-34","2021-10-13","5","0"
"0","download","android","25-34","2021-10-15","3","0"
"0","download","android","25-34","2021-10-16","2","0"
"0","download","android","25-34","2021-10-17","3","0"
"0","download","android","25-34","2021-10-18","2","0"
"0","download","android","25-34","2021-10-19","3","0"
"0","download","android","25-34","2021-10-20","1","0"
"0","download","android","25-34","2021-10-21","4","0"
"0","download","android","25-34","2021-10-22","1","0"
"0","download","android","25-34","2021-10-23","2","0"
"0","download","android","25-34","2021-10-24","1","0"
"0","download","android","25-34","2021-10-25","4","0"
"0","download","android","25-34","2021-10-26","2","0"
"0","download","android","25-34","2021-10-28","5","0"
"0","download","android","25-34","2021-10-29","3","0"
"0","download","android","25-34","2021-10-30","3","0"
"0","download","android","25-34","2021-10-31","2","0"
"0","download","android","25-34","2021-11-01","1","0"
"0","download","android","25-34","2021-11-02","3","0"
"0","download","android","25-34","2021-11-03","5","0"
"0","download","android","25-34","2021-11-04","4","0"
"0","download","android","25-34","2021-11-05","3","0"
"0","download","android","25-34","2021-11-06","4","0"
"0","download","android","25-34","2021-11-07","2","0"
"0","download","android","25-34","2021-11-08","3","0"
"0","download","android","25-34","2021-11-11","5","0"
"0","download","android","25-34","2021-11-12","2","0"
"0","download","android","25-34","2021-11-13","6","0"
"0","download","android","25-34","2021-11-14","1","0"
"0","download","android","25-34","2021-11-15","6","0"
"0","download","android","25-34","2021-11-16","3","0"
"0","download","android","25-34","2021-11-17","1","0"
"0","download","android","25-34","2021-11-18","5","0"
"0","download","android","25-34","2021-11-19","1","0"
"0","download","android","25-34","2021-11-20","2","0"
"0","download","android","25-34","2021-11-21","4","0"
"0","download","android","25-34","2021-11-22","4","0"
"0","download","android","25-34","2021-11-23","1","0"
"0","download","android","25-34","2021-11-24","6","0"
"0","download","android","25-34","2021-11-25","6","0"
"0","download","android","25-34","2021-11-26","3","0"
"0","download","android","25-34","2021-11-27","3","0"
"0","download","android","25-34","2021-11-28","3","0"
"0","download","android","25-34","2021-11-29","4","0"
"0","download","android","25-34","2021-11-30","2","0"
"0","download","android","25-34","2021-12-01","5","0"
"0","download","android","25-34","2021-12-02","2","0"
"0","download","android","25-34","2021-12-03","1","0"
"0","download","android","25-34","2021-12-04","4","0"
"0","download","android","25-34","2021-12-05","3","0"
"0","download","android","25-34","2021-12-06","3","0"
"0","download","android","25-34","2021-12-07","1","0"
"0","download","android","25-34","2021-12-08","1","0"
"0","download","android","25-34","2021-12-09","2","0"
"0","download","android","25-34","2021-12-10","2","0"
"0","download","android","25-34","2021-12-12","3","0"
"0","download","android","25-34","2021-12-13","7","0"
"0","download","android","25-34","2021-12-14","3","0"
"0","download","android","25-34","2021-12-15","3","0"
"0","download","android","25-34","2021-12-16","1","0"
"0","download","android","25-34","2021-12-17","3","0"
"0","download","android","25-34","2021-12-18","4","0"
"0","download","android","25-34","2021-12-19","1","0"
"0","download","android","25-34","2021-12-20","1","0"
"0","download","android","25-34","2021-12-21","3","0"
"0","download","android","25-34","2021-12-22","2","0"
"0","download","android","25-34","2021-12-23","2","0"
"0","download","android","25-34","2021-12-24","2","0"
